Unnamed: 0,healthreformbill_2016,wealth_2016,gvmt_involment_2016,police_threat_2016,obamaapp_2016,view_transgender_2016,affirmact_gen_2016,policies_favor_2016,taxdoug_2016,immi_contribution_2016,pid3_2016,RIGGED_SYSTEM_4_2016,gender_equality_2016,presvote16post_2016
3808,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Favor,Favor blacks over whites,Yes,Mostly a drain,Republican,Strongly agree,Men have more opportunities than women,Donald Trump
3809,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Don't know,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3810,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3811,Don't know,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Don't know,Don't know,Don't know,No,Don't know,Republican,Strongly agree,Don't know,Donald Trump
3812,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Don't know,Donald Trump
3814,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Agree,Men and women have equal opportunities,Donald Trump
3815,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor whites over blacks,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3816,Repealed,Distribution is fair,We need a strong government to handle today's complex economic problems,Isolated incidents,Somewhat Disapprove,Don't know,Oppose,Treat both groups the same,No,Neither,Republican,Disagree,Men and women have equal opportunities,Donald Trump
3817,Repealed,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,Yes,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3818,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Favor blacks over whites,No,Neither,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3819,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,Don't know,Neither,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3821,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3822,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,No,Mostly a drain,Other,Strongly agree,Men and women have equal opportunities,Donald Trump
3823,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Other,Strongly agree,Men and women have equal opportunities,Donald Trump
3824,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3825,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3826,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Don't know,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3827,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Other,Strongly agree,Men and women have equal opportunities,Donald Trump
3828,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3829,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly make a contribution,Republican,Agree,Men and women have equal opportunities,Donald Trump
3830,Don't know,Don't know,Don't know,Don't know,Somewhat Approve,Don't know,Favor,Treat both groups the same,Don't know,Mostly a drain,Not sure,Strongly agree,Men have more opportunities than women,Hillary Clinton
3831,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3832,Expanded,Distribution is fair,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Strongly disagree,Men have more opportunities than women,Hillary Clinton
3833,Kept the same,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Favor whites over blacks,Yes,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Donald Trump
3834,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Don't know,Don't know,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly agree,Men have more opportunities than women,Hillary Clinton
3836,Expanded,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Somewhat Approve,Should be required to use the restrooms of the gender they were born into,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly agree,Men have more opportunities than women,Hillary Clinton
3837,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Favor blacks over whites,No,Neither,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3838,Kept the same,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Somewhat Approve,Don't know,Don't know,Treat both groups the same,Yes,Don't know,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3839,Don't know,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
3840,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor whites over blacks,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3841,Repealed,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Somewhat Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,Yes,Neither,Independent,Agree,Men and women have equal opportunities,Gary Johnson
3842,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3843,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Don't know,Oppose,Favor blacks over whites,No,Don't know,Republican,Agree,Men and women have equal opportunities,Evan McMullin
3844,Kept the same,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly agree,Men have more opportunities than women,Other
3845,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3846,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3847,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3848,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Strongly disagree,Men have more opportunities than women,Hillary Clinton
3849,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Don't know,Yes,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3850,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Women have more opportunities than men,Donald Trump
3851,Repealed,Distribution is fair,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3852,Expanded,Should be more evenly distributed,Don't know,Isolated incidents,Somewhat Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Neither,Independent,Disagree,Women have more opportunities than men,Jill Stein
3853,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Neither,Democrat,Disagree,Men and women have equal opportunities,Hillary Clinton
3854,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3855,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3856,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,No,Mostly a drain,Independent,Strongly agree,Men have more opportunities than women,Donald Trump
3857,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Agree,Men and women have equal opportunities,Donald Trump
3858,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor whites over blacks,No,Mostly a drain,Independent,Strongly agree,Women have more opportunities than men,Donald Trump
3859,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Don't know,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Don't know,Republican,Strongly agree,Women have more opportunities than men,Donald Trump
3860,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3861,Expanded,Distribution is fair,Don't know,Part of a broader pattern,Somewhat Disapprove,Don't know,Don't know,Don't know,No,Neither,Independent,Disagree,Men have more opportunities than women,Donald Trump
3862,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3863,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Neither,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3864,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3865,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Disagree,Don't know,Hillary Clinton
3866,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Strongly agree,Men have more opportunities than women,Donald Trump
3867,Don't know,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Don't know,Democrat,Strongly agree,Men have more opportunities than women,Hillary Clinton
3868,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3872,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,No,Mostly a drain,Democrat,Disagree,Women have more opportunities than men,Hillary Clinton
3873,Repealed,Distribution is fair,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,No,Mostly a drain,Republican,Agree,Men and women have equal opportunities,Donald Trump
3874,Repealed,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Favor blacks over whites,Yes,Neither,Independent,Strongly agree,Women have more opportunities than men,Donald Trump
3875,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3876,Expanded,Should be more evenly distributed,Don't know,Part of a broader pattern,Somewhat Approve,Don't know,Don't know,Treat both groups the same,Yes,Mostly a drain,Democrat,Agree,Men have more opportunities than women,Donald Trump
3877,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be required to use the restrooms of the gender they were born into,Favor,Treat both groups the same,Yes,Mostly a drain,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
3878,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3879,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Agree,Men have more opportunities than women,Hillary Clinton
3880,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3881,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Don't know,Oppose,Favor blacks over whites,Yes,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3882,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Independent,Strongly agree,Men and women have equal opportunities,Other
3883,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Somewhat Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,Yes,Mostly a drain,Democrat,Agree,Men and women have equal opportunities,Hillary Clinton
3884,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3886,Repealed,Don't know,Don't know,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Favor blacks over whites,Yes,Mostly a drain,Independent,Strongly agree,Men have more opportunities than women,Donald Trump
3887,Don't know,Distribution is fair,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Don't know,Treat both groups the same,Don't know,Don't know,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
3889,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Neither,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3890,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Democrat,Strongly agree,Men and women have equal opportunities,Donald Trump
3891,Repealed,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Don't know,Treat both groups the same,Don't know,Mostly a drain,Democrat,Strongly agree,Men have more opportunities than women,Hillary Clinton
3894,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor whites over blacks,No,Mostly a drain,Independent,Strongly agree,Women have more opportunities than men,Donald Trump
3895,Repealed,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Treat both groups the same,Yes,Mostly a drain,Democrat,Strongly agree,Men have more opportunities than women,Donald Trump
3896,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Agree,Men have more opportunities than women,Hillary Clinton
3897,Expanded,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Somewhat Approve,Don't know,Favor,Treat both groups the same,Yes,Don't know,Republican,Disagree,Men have more opportunities than women,Hillary Clinton
3898,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Don't know,Strongly Approve,Should be required to use the restrooms of the gender they were born into,Oppose,Treat both groups the same,Yes,Mostly a drain,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
3899,Repealed,Don't know,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Yes,Mostly a drain,Independent,Strongly agree,Men have more opportunities than women,Donald Trump
3900,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Women have more opportunities than men,Donald Trump
3901,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Neither,Independent,Strongly agree,Men and women have equal opportunities,Donald Trump
3902,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,Don't know,Mostly a drain,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3903,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Other,Disagree,Men have more opportunities than women,Hillary Clinton
3904,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Favor whites over blacks,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3905,Expanded,Don't know,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly make a contribution,Independent,Strongly disagree,Men have more opportunities than women,Hillary Clinton
3906,Repealed,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Somewhat Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly make a contribution,Independent,Agree,Men have more opportunities than women,Gary Johnson
3907,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Oppose,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
3908,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
3909,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Neither,Republican,Disagree,Men and women have equal opportunities,Donald Trump
3910,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Neither,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3911,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Favor,Treat both groups the same,Yes,Neither,Democrat,Strongly agree,Men and women have equal opportunities,Hillary Clinton
3912,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Favor blacks over whites,No,Mostly a drain,Republican,Strongly agree,Men have more opportunities than women,Donald Trump
3913,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Don't know,Treat both groups the same,Yes,Don't know,Republican,Agree,Don't know,Donald Trump
3914,Expanded,Should be more evenly distributed,Don't know,Part of a broader pattern,Strongly Approve,Don't know,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3915,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Somewhat Disapprove,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Favor whites over blacks,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Other
3916,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Don't know,Don't know,Yes,Mostly make a contribution,Democrat,Strongly disagree,Men have more opportunities than women,Hillary Clinton
3917,Expanded,Should be more evenly distributed,People would be better able to handle today's problems within a free market with less government involvement,Part of a broader pattern,Somewhat Approve,Don't know,Oppose,Treat both groups the same,Yes,Neither,Independent,Agree,Women have more opportunities than men,Hillary Clinton
3918,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Should be required to use the restrooms of the gender they were born into,Oppose,Don't know,No,Mostly a drain,Republican,Agree,Women have more opportunities than men,Other
3919,Expanded,Should be more evenly distributed,Don't know,Part of a broader pattern,Somewhat Approve,Don't know,Favor,Treat both groups the same,Yes,Neither,Independent,Disagree,Men have more opportunities than women,Hillary Clinton
3920,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men and women have equal opportunities,Hillary Clinton
3921,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Isolated incidents,Somewhat Approve,Don't know,Favor,Treat both groups the same,Don't know,Don't know,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3923,Repealed,Distribution is fair,People would be better able to handle today's problems within a free market with less government involvement,Isolated incidents,Strongly Disapprove,Don't know,Oppose,Favor blacks over whites,Don't know,Mostly make a contribution,Republican,Strongly agree,Men and women have equal opportunities,Donald Trump
3924,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,No,Mostly make a contribution,Democrat,Agree,Men have more opportunities than women,Hillary Clinton
3925,Expanded,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Part of a broader pattern,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Men have more opportunities than women,Hillary Clinton
3927,Don't know,Should be more evenly distributed,We need a strong government to handle today's complex economic problems,Don't know,Strongly Approve,Should be allow to us the restrooms of the gender with which they currently identify,Favor,Treat both groups the same,Yes,Mostly make a contribution,Democrat,Disagree,Don't know,Hillary Clinton
